,Firm,Year,Name
2130,CMBTN,2004,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.
2131,ISGYO,2004,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2132,AVIVA,2004,AVIVA SİGORTA A.Ş.
2133,TSKB,2004,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.
2134,GRNYO,2004,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
2135,IBTYO,2004,İNFOTREND B TİPİ MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2136,TSPOR,2004,TRABZONSPOR SPORTİF YATIRIM VE TİCARET A.Ş.
2137,GOLTS,2004,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.
2138,SIFAS,2004,SİFAŞ SENTETİK İPLİK FABRİKALARI A.Ş.
2139,LINK,2004,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.
2140,VESTL,2004,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2141,UCAK,2004,UÇAK SERVİSİ A.Ş.
2142,ULKER,2004,ÜLKER GIDA SANAYİ VE TİCARET A.Ş.
2143,EGEEN,2004,EGE ENDÜSTRİ VE TİCARET A.Ş.
2144,TOPFN,2004,TOPRAK FİNANSAL KİRALAMA A.Ş.
2145,ALKA,2004,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.
2146,LUKSK,2004,LÜKS KADİFE TİCARET VE SANAYİ A.Ş.
2147,BSPRO,2004,BSH PROFİLO ELEKTRİKLİ GEREÇLER SANAYİİ A.Ş.
2148,BURCE,2004,BURÇELİK BURSA ÇELİK DÖKÜM SANAYİ A.Ş.
2149,OTKAR,2004,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
2150,ATSYO,2004,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
2151,VARYO,2004,VARLIK YATIRIM ORTAKLIĞI A.Ş.
2152,FROTO,2004,FORD OTOMOTİV SANAYİ A.Ş.
2153,AKENR,2004,AKENERJİ ELEKTRİK ÜRETİM A.Ş.
2154,BRMEN,2004,BİRLİK MENSUCAT TİC.VE SAN. İŞL. A.Ş.
2155,METUR,2004,METEMTUR OTELCİLİK VE TURİZM İŞLETMELERİ A. Ş.
2156,VAKKO,2004,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞL. A.Ş.
2157,ISFIN,2004,İŞ FİNANSAL KİRALAMA A.Ş.
2158,GARFA,2004,GARANTİ FAKTORİNG HİZMETLERİ A.Ş.
2159,EFES,2004,EFES SINAİ YATIRIM HOLDİNG A.Ş.
2160,PTOFS,2004,PETROL OFİSİ A.Ş.
2161,BYSAN,2004,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2162,TBORG,2004,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş. 
2163,BOYNR,2004,BOYNER BÜYÜK MAĞAZACILIK A.Ş
2164,KARTN,2004,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.
2165,BOLUC,2004,BOLU ÇİMENTO SANAYİİ A.Ş.
2166,ATEKS,2004,AKIN TEKSTİL A.Ş.
2167,PINSU,2004,PINAR SU SANAYİ VE TİCARET A.Ş.
2168,TRCAS,2004,TURCAS PETROL A.Ş.
2169,AKGRT,2004,AKSİGORTA A.Ş.
2170,MAALT,2004,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
2171,BROVA,2004,BOROVA YAPI ENDÜSTRİSİ A.Ş.
2172,YKGYO,2004,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş
2173,TRKCM,2004,TRAKYA CAM SANAYİİ A.Ş.
2174,ISGSY,2004,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
2175,YATAS,2004,YATAŞ YATAK VE YORGAN SANAYİ TİCARET AŞ.
2176,BRSAN,2004,BORUSAN MANNESMANN BORU SANAYİ ve TİCARET A.Ş.
2177,USAK,2004,UŞAK SERAMİK SANAYİİ A.Ş.
2178,OZFIN,2004,ÖZ FİNANS FACTORİNG HİZMETLERİ A.Ş.
2179,MIGRS,2004,MİGROS TÜRK T.A.Ş.
2180,PNSUT,2004,PINAR SÜT MAMULLERİ SANAYİİ A.Ş.
2181,KARSN,2004,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.
2182,HURGZ,2004,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.
2183,DUROF,2004,DURAN OFSET MATBAACILIK VE AMBALAJ SANAYİ A.Ş.
2184,AKCNS,2004,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
2185,TTRAK,2004,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.
2186,DGZTE,2004,DOĞAN GAZETECİLİK A.Ş.
2187,ASUZU,2004,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.
2188,EVREN,2004,EVREN MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2189,TCELL,2004,TURKCELL İLETİŞİM HİZMETLERİ A.Ş. 
2190,KNFRT,2004,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.
2191,PRTAS,2004,ÇBS PRİNTAŞ BASKI MÜREKKEPLERİ VE GEREÇLERİ SANAYİ A.Ş.
2192,BISAS,2004,BİSAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
2193,OLMKS,2004,OLMUKSA INTERNATIONAL PAPER SABANCI AMBALAJ SANAYİ VE TİCARET A.Ş.
2194,MTEKS,2004,METEMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
2195,RKSEV,2004,RAKS ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.
2196,TNSAS,2004,TANSAŞ PERAKENDE MAĞAZACILIK TİCARET A.Ş.
2197,FENIS,2004,FENİŞ ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ
2198,EGYIM,2004,EGS EGESER GİYİM SANAYİ İÇ VE DIŞ TİC. A.Ş.
2199,DENIZ,2004,DENİZBANK A. Ş. 
2200,INTEM,2004,İNTEMA İNŞAAT VE TESİSAT MALZ. YAT. PAZ. A.Ş
2201,NTTUR,2004,NET TURİZM TİCARET VE SANAYİ A.Ş.
2202,ESEMS,2004,ESEM SPOR GİYİM SANAYİ VE TİCARET A.Ş.
2203,ECILC,2004,EİS ECZACIBAŞI İLAÇ SANAYİ VE TİCARET A.Ş.
2204,VKFRS,2004,VAKIF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
2205,ENKAI,2004,ENKA İNŞAAT VE SANAYİ A.Ş.
2206,MEGES,2004,MEGES BOYA SANAYİ VE TİCARET A.Ş.
2207,KLMSN,2004,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.
2208,TUMTK,2004,TÜMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
2209,DENCM,2004,DENİZLİ CAM SANAYİİ VE TİCARET A.Ş.
2210,PIMAS,2004,PİMAŞ PLASTİK İNŞAAT MALZEMELERİ A.Ş.
2211,TIRE,2004,TİRE KUTSAN OLUKLU MUKAVVA KUTU VE KAĞIT SANAYİİ A.Ş.
2212,TEBNK,2004,TÜRK EKONOMİ BANKASI A.Ş.
2213,HZNDR,2004,HAZNEDAR REFRAKTER SANAYİİ A.Ş.
2214,HEKTS,2004,HEKTAŞ TİCARET T.A.Ş.
2215,INDES,2004,INDEX BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş
2216,BURVA,2004,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.
2217,GIMA,2004,GİMA GIDA ve İHTİYAÇ MADDELERİ T.A.Ş
2218,BEKO,2004,BEKO ELEKTRONİK A.Ş.
2219,ALCAR,2004,ALARKO CARRİER SANAYİ VE TİCARET A.Ş.
2220,AYCES,2004,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
2221,KUTPO,2004,KÜTAHYA PORSELEN SANAYİ A.Ş.
2222,ANACM,2004,ANADOLU CAM SANAYİİ A.Ş.
2223,KOTKS,2004,KONİTEKS KONFEKSİYON END. VE TİC. A.Ş.
2224,TEKFK,2004,TEKSTİL FİNANSAL KİRALAMA A.Ş.
2225,MAKTK,2004,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.
2226,CMENT,2004,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI TÜRK A.Ş.
2227,ECBYO,2004,ECZACIBAŞI YATIRIM ORTAKLIĞI A.Ş.
2228,EGYO,2004,EGS GAYRIMENKUL YATIRIM ORTAKLIĞI A.Ş.
2229,DESA,2004,DESA DERİ SANAYİ VE TİCARET A.Ş.
2230,ESCOM,2004,ESCORT COMPUTER ELEKTRONİK SANAYİ VE TİCARET A.Ş. 
2231,IZMDC,2004,İZMİR DEMİR ÇELİK SANAYİ A.Ş.
2232,TACYO,2004,TAÇ YATIRIM ORTAKLIĞI A.Ş.
2233,POLYL,2004,POLYLEN SENTETİK İPLİK SANAYİ A.Ş.
2234,NERGS,2004,NERGİS HOLDİNG A.Ş.
2235,OYSAC,2004,OYSA ÇİMENTO SANAYİİ VE TİCARET A.Ş.
2236,SASA,2004,ADVANSA SASA POLYESTER SANAYİ A.Ş.
2237,RAYSG,2004,RAY SİGORTA A.Ş.
2238,GENTS,2004,GENTAŞ GENEL METAL SANAYİ VE TİCARET A.Ş.
2239,ALYAG,2004,ALTINYAĞ KOMBİNALARI A.Ş
2240,DOKTS,2004,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.
2241,GLBYO,2004,GLOBAL YATIRIM HOLDİNG A.Ş. 
2242,MYZYO,2004,MUSTAFA YILMAZ YATIRIM ORTAKLIĞI A.Ş.
2243,CYTAS,2004,CEYTAŞ MADENCİLİK TEKSTİL SANAYİ VE TİCARET A.Ş.
2244,EGFIN,2004,EGS FİNANSAL KİRALAMA A.Ş.
2245,EGPRO,2004,EGE  PROFİL  TİCARET VE SANAYİ A.Ş.
2246,LOGO,2004,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.
2247,SELGD,2004,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.
2248,KOZAD,2004,KOZA DAVETİYE MAĞAZA İŞLETMELERİ VE İHRACAT A.Ş.
2249,MNDRS,2004,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.
2250,AFYON,2004,AFYON ÇİMENTO SANAYİİ T.A.Ş.
2251,ANSGR,2004,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
2252,ATAYO,2004,ATA YATIRIM ORTAKLIĞI A.Ş.
2253,GOODY,2004,GOODYEAR LASTİKLERİ T.A.Ş.
2254,SKPLC,2004,ŞEKER PİLİÇ ve YEM SANAYİ TİCARET A.Ş.
2255,ALTIN,2005,ALTINYILDIZ MENSUCAT VE KONFEKSİYON FABRİKALARI A.Ş.
2256,TEKTU,2005,TEK-ART TURİZM ZİGANA A.Ş.
2257,PKENT,2005,PETROKENT TURİZM A.Ş.
2258,ADEL,2005,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.
2259,VAKBN,2005,TÜRKİYE VAKIFLAR BANKASI T.A.O.
2260,KAVPA,2005,KAV DANIŞMANLIK PAZARLAMA VE TİCARET A.Ş.
2261,PERYO,2005,PERA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2262,PETKM,2005,PETKİM   PETROKİMYA  HOLDİNG  A.Ş.
2263,UNYEC,2005,ÜNYE ÇİMENTO SANAYİİ VE TİCARET A.Ş.
2264,SAPAZ,2005,SABAH PAZARLAMA A.Ş
2265,EGGUB,2005,EGE GÜBRE SANAYİİ A.Ş.
2266,IPMAT,2005,İPEK MATBAACILIK SANAYİ VE TİCARET A.Ş.
2267,FENER,2005,FENERBAHÇE SPORTİF HİZMETLER SANAYİ VE TİCARET A.Ş.
2268,ASYAB,2005,ASYA KATILIM BANKASI A.Ş.
2269,DOHOL,2005,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
2270,ALFA,2005,ALFA MENKUL DEĞERLER A.Ş.
2271,BUCIM,2005,BURSA ÇİMENTO FABRİKASI A.Ş.
2272,GOLDS,2005,GOLDAŞ KUYUMCULUK SANAYİ İTHALAT İHRACAT A.Ş.
2273,FVORI,2005,FAVORİ DİNLENME YERLERİ A.Ş.
2274,KIPA,2005,TESCO KİPA KİTLE PAZARLAMA TİC. VE GIDA SAN. A.Ş.
2275,MIPAZ,2005,MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET A.Ş.
2276,TSKYO,2005,TSKB YATIRIM ORTAKLIĞI A.Ş.
2277,KONYA,2005,KONYA ÇİMENTO SANAYİİ A.Ş.
2278,GUSGR,2005,GÜNEŞ SİGORTA A.Ş.
2279,IHGYO,2005,İHLAS GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2280,SARKY,2005,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİİ VE TİCARET A.Ş.
2281,ARENA,2005,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.
2282,MERKO,2005,MERKO GIDA SANAYİ VE TİCARET A.Ş.
2283,ANELT,2005,ANEL TELEKOMÜNİKASYON ELEKTRONİK SİSTEMLERİ SANAYİ ve TİCARET A.Ş.
2284,SAHOL,2005,HACI ÖMER SABANCI HOLDİNG A.Ş.
2285,ZOREN,2005,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.
2286,SISE,2005,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.
2287,FMIZP,2005,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A. Ş.
2288,GEREL,2005,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.
2289,ARCLK,2005,ARÇELİK A.Ş.
2290,PRKTE,2005,PARK ELEKTRİK MADENCİLİK SANAYİ VE TİCARET A.Ş.
2291,PKART,2005,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
2292,CELHA,2005,ÇELİK HALAT VE TEL SANAYİİ A.Ş.
2293,EMKEL,2005,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.
2294,FFKRL,2005,FİNANS FİNANSAL KİRALAMA A.Ş.
2295,LIOYS,2005,LİO YAĞ SANAYİ VE TİCARET A.Ş.
2296,GARAN,2005,T.GARANTİ BANKASI A.Ş
2297,MUTLU,2005,MUTLU AKÜ VE MALZEMELERİ SANAYİ A.Ş.
2298,GEDIZ,2005,GİMSAN GEDİZ İPLİK VE MENSUCAT AŞ.
2299,INFYO,2005,İNFO MENKUL KIYMETLER YATIRIM ORTAKLI A.Ş
2300,EGSER,2005,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
2301,KCHOL,2005,KOÇ HOLDİNG A.Ş.
2302,ARAT,2005,ARAT TEKSTİL SANAYİ VE TİCARET A.Ş.
2303,IHLAS,2005,İHLAS HOLDİNG A.Ş.
2304,SODA,2005,SODA SANAYİİ A.Ş.
2305,ADANA,2005,ADANA ÇİMENTO SANAYİİ T.A.Ş.
2306,AKMGY,2005,AKMERKEZ GAYRİMENKUL YATIRIM ORTAKLIĞI AŞ.
2307,AKYO,2005,AK YATIRIM ORTAKLIĞI A.Ş.
2308,YKBNK,2005,YAPI ve KREDİ BANKASI A.Ş.
2309,TUPRS,2005,TÜPRAŞ TÜRKİYE PETROL RAFİNERİLERİ A.Ş.
2310,GSDHO,2005,GSD HOLDİNG A.Ş.
2311,FINBN,2005,FİNANSBANK A.Ş.
2312,PARSN,2005,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.
2313,YKRYO,2005,YAPI KREDİ YATIRIM ORTAKLIĞI A.Ş.
2314,DOGUB,2005,DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.
2315,AKSA,2005,AKSA AKRİLİK KİMYA SANAYİİ A.Ş.
2316,KLBMO,2005,KELEBEK MOBİLYA SANAYİ VE TİCARET A.Ş.
2317,AGYO,2005,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2318,UNTAR,2005,ÜNAL TARIM ÜRÜNLERİ İHRACAT VE SANAYİ A.Ş.
2319,VKFYT,2005,VAKIF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2320,DARDL,2005,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.
2321,ALARK,2005,ALARKO HOLDİNG A.Ş.
2322,KORDS,2005,"KORDSA ENDÜSTRİYEL İPLİK VE KORD BEZİ 
SANAYİ VE TİCARET A.Ş."
2323,FRIGO,2005,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.
2324,BSOKE,2005,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş
2325,AYEN,2005,AYEN ENERJİ  A. Ş.
2326,DNZYO,2005,DENİZ  YATIRIM  ORTAKLIĞI  A.Ş.
2327,CMLOJ,2005,CAMİŞ LOJİSTİK HİZ.VE TİC.A.S.
2328,KAPLM,2005,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.
2329,AKIPD,2005,AKSU İPLİK DOKUMA VE BOYA APRE FABRİKALARI T.A.Ş.
2330,DENTA,2005,DENTAŞ AMBALAJ VE KAĞIT SAN.A.Ş.
2331,MMART,2005,MARMARİS MARTI OTEL İŞLETMELERİ A.Ş.
2332,GDKYO,2005,GEDİK YATIRIM ORTAKLIĞI A.Ş
2333,VKING,2005,VİKİNG KAĞIT VE SELÜLOZ A.Ş.
2334,DYOBY,2005,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.
2335,SABAH,2005,SABAH YAYINCILIK A.Ş.
2336,GUBRF,2005,GÜBRE FABRİKALARI T.A.Ş.
2337,AYGAZ,2005,AYGAZ A.Ş.
2338,AEFES,2005,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.
2339,VAKFN,2005,VAKIF FİNANSAL KİRALAMA A.Ş.
2340,OKANT,2005, 
2341,ECZYT,2005,"ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.
Eczacıbaşı Investment Holding Co."
2342,YUNSA,2005,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.
2343,BTCIM,2005,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.
2344,SKBNK,2005,ŞEKERBANK T.A.Ş.
2345,ALKIM,2005,ALKİM ALKALİ KİMYA A.Ş.
2346,ERBOS,2005,ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.
2347,DJIST,2005,DOW JONES İSTANBUL 20 A TİPİ BORSA YATIRIM FONU
2348,KRTEK,2005,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.
2349,ECYAP,2005,ECZACIBAŞI YAPI GEREÇLERİ SANAYİ VE TİCARET A.Ş.
2350,ERSU,2005,ERSU MEYVE VE GIDA SANAYİ A.Ş.
2351,MEMSA,2005,MENSA MENSUCAT SANAYİ VE TİCARET A.Ş.
2352,SERVE,2005,SERVE KIRTASİYE SANAYİ VE TİCARET A.Ş.
2353,ISBTR,2005,T. İŞ BANKASI A.Ş.
2354,DOAS,2005,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.
2355,KRSTL,2005,KRİSTAL KOLA VE MEŞRUBAT SAN.TİC.A.Ş.
2356,BSHEV,2005,BSH EV ALETLERİ SANAYİ VE TİCARET A.Ş.
2357,IHEVA,2005,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.
2358,CBSBO,2005,ÇBS BOYA KİMYA SANAYİİ VE TİCARETİ A.Ş.
2359,ALCTL,2005,ALCATEL TELETAŞ TELEKOMÜNİKASYON ENDÜSTRİ TİCARET A.Ş.
2360,FACFA,2005,FACTOTURK FAKTORİNG HİZMETLERİ A.Ş.
2361,TUKAS,2005,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.
2362,TEKST,2005,TEKSTİL BANKASI A.Ş.
2363,DJIMT,2005,BİZİM MENKUL DEĞERLER A.Ş. DOW JONES DJIM TÜRKİYE A TİPİ BORSA YATIRIM FONU
2364,AKSUE,2005,AKSU ENERJİ VE TİCARET A.Ş.
2365,IDAS,2005,İDAŞ İSTANBUL DÖŞEME SANAYİİ A.Ş.
2366,MRTGG,2005,MERT GIDA GİYİM SANAYİ VE TİCARET A.Ş.
2367,BERDN,2005,BERDAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2368,ASELS,2005,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2369,BFREN,2005,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
2370,OKANT,2005,OKAN TEKSTİL SANAYİ VE TİCARET A.Ş.
2371,CEYLN,2005,CEYLAN GİYİM SANAYİ VE TİCARET A.Ş.
2372,NUGYO,2005,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2373,ISYAT,2005,İŞ YATIRIM ORTAKLIĞI A.Ş.
2374,MRSHL,2005,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.
2375,EMNIS,2005,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.
2376,ISAMB,2005,IŞIKLAR AMBALAJ SANAYİ VE TİCARET A.Ş
2377,YKSGR,2005,YAPI KREDİ SİGORTA A.Ş.
2378,UKIM,2005,UKİ ULUSLARARASI KONFEKSİYON İMALAT VE TİCARET A.Ş.
2379,DYHOL,2005,DOĞAN YAYIN HOLDİNG A.Ş.
2380,TKBNK,2005,T.KALKINMA BANKASI A.Ş.
2381,HDFYO,2005,HEDEF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2382,UZEL,2005,UZEL MAKİNA SANAYİ A.Ş.
2383,YTFYO,2005,YATIRIM FİNANSMAN YATIRIM ORTAKLIĞI A.Ş.
2384,DMSAS,2005,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SAN.A.Ş.
2385,SONME,2005,SÖNMEZ FİLAMENT A.Ş.
2386,NUHCM,2005,NUH ÇİMENTO SANAYİ A.Ş
2387,MRDIN,2005,MARDİN ÇİMENTO SANAYİİ ve TİCARET A.Ş.
2388,ANHYT,2005,ANADOLU HAYAT EMEKLİLİK A.Ş.
2389,MEDYA,2005,MEDYA HOLDİNG A.Ş.
2390,DGATE,2005,DATAGATE BİLGİSAYAR MALZEMELERİ VE TİCARET A.Ş.
2391,VANET,2005,VAN-ET ENTEGRE ET SAN.VE TİCARET A.Ş.
2392,CIMSA,2005,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
2393,MZHLD,2005,MAZHAR ZORLU HOLDİNG A.Ş.
2394,DERIM,2005,DERİMOD KONFEKSİYON  AYAKKABI DERİ SANAYİ VE TİCARET A.Ş
2395,GRGYO,2005,GARANTİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2396,TATKS,2005,TAT KONSERVE SANAYİİ A.Ş.
2397,DITAS,2005,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş
2398,AKBNK,2005,AKBANK T.A.Ş.
2399,PENGD,2005,PENGUEN GIDA SANAYİ A.Ş.
2400,BRYAT,2005,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
2401,AVRSY,2005,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2402,ARSAN,2005,ARSAN TEKSTİL TİCARET VE SANAYİ A.Ş.
2403,SNPAM,2005,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
2404,EREGL,2005,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.
2405,RAKSE,2005,RAKS ELEKTRONİK SANAYİ VE TİCARET A.Ş.
2406,BAKAB,2005,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.
2407,KENT,2005,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.
2408,DOBUR,2005,DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.
2409,FNSYO,2005,FİNANS YATIRIM ORTAKLIĞI A.Ş.
2410,VKGYO,2005,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2411,ALGYO,2005,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
2412,GSRAY,2005,GALATASARAY SPORTİF VE SINAİ VE TİCARİ YATIRIMLAR A.Ş.
2413,IZOCM,2005,İZOCAM TİCARET VE SANAYİ A.Ş.
2414,KRDMD,2005,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.
2415,BUMYO,2005,BUMERANG YATIRIM ORTAKLIĞI A.Ş.
2416,BANVT,2005,BANVİT BANDIRMA VİTAMİNLİ YEM SAN.A.Ş.
2417,THYAO,2005,TÜRK HAVA YOLLARI A.O.
2418,SEKFK,2005,ŞEKER FİNANSAL KİRALAMA A.Ş.
2419,TOASO,2005,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.
2420,TUDDF,2005,TÜRK DEMİRDÖKÜM FABRİKALARI  A.Ş.
2421,SELEC,2005,SELÇUK EZCA DEPOSU TİCARET VE SANAYİ A.Ş.
2422,ABANA,2005,ABANA ELEKTROMEKANİK SAN. VE TİC. A.Ş.
2423,DEVA,2005,DEVA HOLDİNG A.Ş.
2424,SANKO,2005,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.
2425,BRISA,2005,BRİSA BRIDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.
2426,EPLAS,2005,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.
2427,EDIP,2005,EDİP İPLİK SANAYİ ve TİCARET A.Ş.
2428,ASLAN,2005,LAFARGE ASLAN ÇİMENTO A.Ş.
2429,AKALT,2005,AK-AL TEKSTİL SANAYİİ A.Ş.
2430,ACIBD,2005,ACIBADEM SAĞLIK HİZMETLERİ VE TİCARET A.Ş.
2431,KERVT,2005,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.
2432,BAGFS,2005,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.
2433,AFMAS,2005,A.F.M. ULUSLAR ARASI PRODÜKSİYON TİCARET ve SANAYİ A. Ş.
2434,ALNTF,2005,ALTERNATİFBANK A.Ş.
2435,ATLAS,2005,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
2436,PRKAB,2005,TÜRK PRYSMIAN KABLO VE SİSTEMLERİ A.Ş.
2437,BOSSA,2005,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
2438,TRNSK,2005,TRANSTÜRK HOLDİNG A.Ş.
2439,ARFYO,2005,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
2440,CEMTS,2005,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.
2441,SKTAS,2005,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
2442,NETAS,2005,NORTEL NETWORKS NETAŞ TELEKOMÜNİKASYON A.Ş
2443,GLYHO,2005,GLOBAL YATIRIM HOLDİNG A.Ş.
2444,YKFIN,2005,YAPI KREDİ FİNANSAL KİRALAMA A.O.
2445,NTHOL,2005,NET HOLDİNG A.Ş.
2446,BJKAS,2005,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
2447,PETUN,2005,PINAR ENTEGRE ET VE UN SANAYİ A.Ş.
2448,YAZIC,2005,YAZICILAR HOLDİNG A.Ş. 
2449,BIMAS,2005,BİM BİRLEŞİK MAĞAZALAR A.Ş.
