Firm;Year;EstInvAmount;unitEA;RealizedInvAmount;unitRA;Inv_Name;beg_date;end_date
ABANA;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
ADANA;1998;2.877.159;(Milyon-Million TL);2.877.159;(Milyon-Million TL);"-KAPASİTE ARTIRIMI (PREKALSİNASYON)
(Capacity Increase- Precalcinatıon)";1998-01-01;1998-01-01
ADANA;1998;165.594;(Milyon-Million TL);165.594;(Milyon-Million TL);"-HAZIR BETON YATIRIMLARI
(Ready-Mix Concrete Investments)";1998-01-01;1998-01-01
ADANA;1998;"
1.197.464";(Milyon-Million TL);"
1.197.464";(Milyon-Million TL);"-MODERNİZASYON YATIRIMLARI
(Modernizatıon Investments)";1998-01-01;1998-01-01
ADEL;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
AFYON;1998;1.150.576;(Milyon-Million TL);201.245;(Milyon-Million TL);"ÇİMENTO DEĞİRMENİ
 (CEMENT MILL)";1997-01-01;2000-01-01
AFYON;1998;;(Milyon-Million TL);14.062;(Milyon-Million TL);"MUHTELİF
 (MISCELLANEOUS)";1997-01-01;1998-01-01
Agìda;1998;15.847.941;(Milyon-Million TL);4.754.382;(Milyon-Million TL);"Genel Tevsii Modernizasyon Yatırımı 
(General Modernization and Renovation)";1996-12-01;1999-12-31
Agìda;1998;1.861.355;(Milyon-Million TL);-;(Milyon-Million TL);"Kojenerasyon Yatırımı “Proje”
(Co-generator for Electric Production “Project”)";1997-12-29;1999-12-31
AKALT;1998;3.286.662;(Milyon-Million TL);2.003.540;(Milyon-Million TL);"ALAPLI KOMPLE YENİ YATIRIM
Alaplı New Investment";1992-06-01;1998-12-31
AKALT;1998;154.753;(Milyon-Million TL);71.739;(Milyon-Million TL);"YALOVA YATIRIM MODERNİZASYON 
Yalova Modernisation Invesment";1993-05-06;1998-12-31
AKALT;1998;76.600;(Milyon-Million TL);10.320;(Milyon-Million TL);"YALOVA MODERNİZASYON
Yalova Modernisation ";1991-06-12;1998-12-31
AKALT;1998;192.162;(Milyon-Million TL);34.529;(Milyon-Million TL);"YALOVA DARBOĞAZ GİDERME
Yalova Bottleneck Prevention";1996-01-01;1998-12-31
AKALT;1998;3.792.778;(Milyon-Million TL);199.768;(Milyon-Million TL);"YALOVA YATIRIM MODERNİZASYON
Yalova Modernisation Investment";1995-12-08;1998-12-31
AKALT;1998;3.183.441;(Milyon-Million TL);1.777.055;(Milyon-Million TL);"YALOVA TEVSİİ MODERNİZASYON
Yalova Invesment For Capacity Inrease And Modernisation";1996-09-26;1998-12-31
AKALT;1998;51.227;(Milyon-Million TL);21.893;(Milyon-Million TL);"BOZÜYÜK YATIRIM YENİLEME
Bozüyük Renewal Of The Investment";1993-07-01;1998-12-31
AKBNK;1998;33.048.750;(Milyon-Million TL);19.671.875;(Milyon-Million TL);"Akbank  2000  Yenileme
(Akbank  2000  Renovation)";1995-01-01;2000-01-01
AKCNS;1998;100.274;(Milyon-Million TL);102.492;(Milyon-Million TL);G1 ÇİMENTO DEĞİRMENİ;1996-01-01;1999-01-01
AKCNS;1998;87.097;(Milyon-Million TL);7.251;(Milyon-Million TL);ENERJİ TASARRUF SİSTEMLERİ;1997-01-01;1999-01-01
AKCNS;1998;2.047.170;(Milyon-Million TL);961.737;(Milyon-Million TL);BY-PASS MULTİSİKLON FİLTRELER;1998-01-01;1999-01-01
AKCNS;1998;640.898;(Milyon-Million TL);167.139;(Milyon-Million TL);KAPALI KLINKER STOKHOLÜ;1998-01-01;1999-01-01
AKCNS;1998;622.700;(Milyon-Million TL);7.732;(Milyon-Million TL);MODERN.KALİTE DÜZELT.VE YENİL.PROJESİ;1997-01-01;1999-01-01
AKCNS;1998;;(Milyon-Million TL);83.547;(Milyon-Million TL);İDAME YATIRIMLAR;1998-01-01;1998-01-01
AKGRT;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
AKIPD;1998;8,946,426;(Milyon-Million TL);2,811,431;(Milyon-Million TL);"MEGA YATIRIM PROJESİ
MEGA INVESTMENT PROJECT";1993-05-28;NA
AKSA;1998;26.753.661.-;(Milyon-Million TL);1.091.369.-;(Milyon-Million TL);KOMPLE YENİ YATIRIM  (New Investment);1996-11-22;1999-11-22
AKTAS;1998;83.773;(Milyon-Million TL);42.263;(Milyon-Million TL);"DUDULLU HİZMET BİNASI
(Service Building Construction)";1998-01-01;1999-01-01
AKTAS;1998;20.004;(Milyon-Million TL);3.081;(Milyon-Million TL);"AĞVA HİZMET BİNASI
(Service Buıldıng Constructıon)";1998-01-01;1999-01-01
AKTAS;1998;337.939;(Milyon-Million TL);18.597;(Milyon-Million TL);"ŞİLE-AĞVA ENERJİ NAKİL HATTI
(Energy Transfer Line)";1998-01-01;1999-01-01
AKTAS;1998;200.000;(Milyon-Million TL);10.559;(Milyon-Million TL);"PENDİK TAVŞANTEPE TRAFO MERKEZİ
(Energy Central)";1998-01-01;1999-01-01
AKTAS;1998;200.000;(Milyon-Million TL);57.852;(Milyon-Million TL);"PENDİK KÖY GRUP. ENERJİ NAKİL HATTI
(Energy Transfer Line)";1998-01-01;1999-01-01
ALCTL;1998;5.60;(Milyon-Million FF);1.90;(Milyon-Million FF);"ÜRETİM YATIRIMLARI
(PRODUCTION INVESTMENTS)";1999-01-01;1999-12-01
ALCTL;1998;4.36;(Milyon-Million FF);0.30;(Milyon-Million FF);"BİLGİ İŞLEM YATIRIMLARI
(INFORMATION TECHNOLOGY INVEST.)";1999-01-01;1999-12-01
ALCTL;1998;19.40;(Milyon-Million FF);"2.36
";(Milyon-Million FF);"AR & GE YATIRIMLARI
(R & D INVESTMENTS)";1999-01-01;1999-12-01
ALCTL;1998;18.20;(Milyon-Million FF);0.84;(Milyon-Million FF);"DİĞER
(OTHER)";1999-01-01;1999-12-01
ALNTF;1998;4.5 MİO $;;2 MİO $;;"BANKACILIK YAZILIM PROJESI 
(Core Banking Software And Hardware Projects)";1997-03-01;1999-12-01
ALRSA;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
ALTIN;1998;"1.500.000.000.000
";(Milyon-Million TL);43.000.000.000.-;(Milyon-Million TL);"MODERNİZASYON(PROJE)
 (Modernization)";1999-01-01;1999-12-31
ANACM;1998;997.678;(Milyon-Million TL);319.747;(Milyon-Million TL);YATIRIM  (Investments);1998-01-01;2000-05-21
ANBRA;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
ANSGR;1998;400.090.-;(Milyon-Million TL);332.075.-;(Milyon-Million TL);BİNA TADİLATI (Buıldıng Modifications);2005-01-01;1999-01-01
ANSGR;1998;92.468.-;(Milyon-Million TL);61.954.-;(Milyon-Million TL);BİLGİ İŞLEM YAZILIM VE DONANIM YATIRIMI   ELEKTRONIC DATA (Processing Hardware And Software Investments);2012-01-01;2000-01-01
APEKS;1998;385.000;(Milyon-Million TL);134.750;(Milyon-Million TL);"Tevsi Ve Modernizasyon
(Reorganization And Modernization)";1997-11-01;1999-12-31
ARAT;1998;895.807;(Milyon-Million TL);801.479;(Milyon-Million TL);"A.O.S.B. FABRİKA
 (A.O.S.B. Factory)";1995-08-16;1998-12-31
ARCLK;1998;$21.865.000.-;( $ );$11.325.000.-;( $ );ANKARA YENİ SERİ BULAŞIK MAKİNASI;1997-01-01;1999-01-01
ARCLK;1998;$9.030.000.-;( $ );$9.559.000.-;( $ );YENİ ÜRÜN YATIRIM PROJESİ;1997-01-01;1998-01-01
ARCLK;1998;$10.220.000.-;( $ );$1.805.000.-;( $ );YENİ ÜRÜN YATIRIM PROJESİ;1998-01-01;1999-01-01
ARCLK;1998;$11.655.000.-;( $ );$10.853.000.-;( $ );DARBOĞAZ GİDERME YATIRIMI;1997-01-01;1998-01-01
ARCLK;1998;$6.700.000.-;( $ );$3.712.000.-;( $ );ARGE YATIRIM PROJESİ;1998-01-01;1998-01-01
ARCLK;1998;$11.475.000.-;( $ );$8.314.000.-;( $ );İDAME YATIRIM PROJESİ;1997-01-01;1999-01-01
ARCLK;1998;$4.445.000.-;( $ );$2.571.000.-;( $ );BİLGİSAYAR YATIRIM ;1998-01-01;1999-01-01
ARCLK;1998;$500.000.-;( $ );;( $ );SAMSUN BÖLGE DEPOSU;1997-01-01;1998-01-01
ARCLK;1998;$3.430.000.-;( $ );$1.827.000.-;( $ );DİĞER YATIRIM PROJESİ;1998-01-01;1999-01-01
ARDEM;1998;3.600.000;(Milyon-Million TL);2.269.906;(Milyon-Million TL);"İdame ve Modernizasyon Yatırımı
 Renovation investment";1998-01-01;1999-12-31
ARSAN;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
ASELS1;1998;"
65,000";(Milyon-Million TL);"
224,935";(Milyon-Million TL);"9. TEVSİ İMALAT-HABERLEŞME   (*)
(Manufacturing, Communication)                          ";1992-01-01;1998-01-01
ASELS1;1998;"
203,700";(Milyon-Million TL);"
181,847";(Milyon-Million TL);10. TEVSİ İMALAT, ELEKTRONİK HABERLEŞME (*) (Manufacturing,Electronic Communication)                          ;1992-01-01;1998-01-01
ASELS1;1998;"
173,728";(Milyon-Million TL);"
248,746";(Milyon-Million TL);11.TEVSİ İMALAT, ELEKTRONİK HABERLEŞME (Manufacturing,Electronic Communication);1993-01-01;1999-01-01
ASELS1;1998;"
255,000";(Milyon-Million TL);"
255,828";(Milyon-Million TL);"12.TEVSİ ÇEŞİTLİ ASKERİ ELEKTRONİK MALZEMELER ÜRETİMİ
(Various Military Electronic Materials Production) ";1995-01-01;1998-01-01
ASELS1;1998;"
1,700,000";(Milyon-Million TL);"
360,351";(Milyon-Million TL);"13.TEVSİ İMALAT-HABERLEŞME 
(Manufacturing, Communication)";1996-01-01;1998-01-01
ASELS1;1998;"
4,400,000";(Milyon-Million TL);"
335,429";(Milyon-Million TL);"14.TEVSİ ÇEŞİTLİ ASKERİ ELEKTRONİK TEÇHİZAT ÜRETİMİ
(Various Military Electronic Equipment Production)";1996-01-01;1999-01-01
ASELS1;1998;"
2,600,000";(Milyon-Million TL);"
333,381";(Milyon-Million TL);"15.TEVSİ MUHTELİF ASKERİ ELEKTRONİK CİHAZLAR
(Various Military Electronic Equipment)";1996-01-01;1999-01-01
ASLAN;1998;199.861;(Milyon-Million TL);96.133;(Milyon-Million TL);"Tekirdağ Agrega Tesisi
(Tekirdağ Aggregate Site)";1997-01-01;1999-01-01
ASLAN;1998;1.147.809;(Milyon-Million TL);823.840;(Milyon-Million TL);"Fırın Tersiyer Hava Sistemi
(Kiln Tertiary Air System)";1998-01-01;1999-01-01
ASLAN;1998;1.063.929;(Milyon-Million TL);959.664;(Milyon-Million TL);"Cendere Agrega Tesisi
(Cendere Aggregate Site)";1997-01-01;1999-01-01
ASLAN;1998;130.838;(Milyon-Million TL);108.987;(Milyon-Million TL);"Fırın Manto Değişimi
(Kiln Shell & Tires)";1998-01-01;1999-01-01
ASUZU;1998;12.550.348;(Milyon-Million TL);8.803.928;(Milyon-Million TL);"KOMPLE YENİ YATIRIM
(New Factory Investment)";1995-01-01;1999-12-31
ATEKS;1998;6.830.186;(Milyon-Million TL);3.639.087;(Milyon-Million TL);"LÜLEBURGAZ FABRİKASI – PROJE
(Lüleburgaz Mill – Project)";1995-01-01;2000-01-01
AYCES;1998;78.500;(Milyon-Million TL);77.855;(Milyon-Million TL);VİLLA YAPIMI (Building Costruction);1998-01-01;1998-01-01
AYCES;1998;18.500;(Milyon-Million TL);15.590;(Milyon-Million TL);BİLGİ İŞLEM YAT. (Information Processing Investment);1998-01-01;1998-01-01
AYCES;1998;14.500;(Milyon-Million TL);9.258;(Milyon-Million TL);DİSCO YAPIMI (Disco Construction);1998-01-01;1998-01-01
AYGAZ;1998;63.768;(Milyon-Million TL);106.387;(Milyon-Million TL);Ambarlı Kimya;1996-07-25;1999-09-30
AYGAZ;1998;41.673;(Milyon-Million TL);27.865;(Milyon-Million TL);Aliağa Tesis;1996-06-17;1999-09-30
AYGAZ;1998;20.142;(Milyon-Million TL);51.821;(Milyon-Million TL);Dörtyol Tesis;1996-09-24;1999-06-30
AYGAZ;1998;20.170;(Milyon-Million TL);33.186;(Milyon-Million TL);Diyarbakır Tesis;1996-09-24;1997-09-24
AYGAZ;1998;140.167;(Milyon-Million TL);181.505;(Milyon-Million TL);Yarımca Tesis;1996-07-25;1998-07-25
AYGAZ;1998;114.866;(Milyon-Million TL);141.535;(Milyon-Million TL);Ambarlı Tesis;1996-07-25;1998-07-25
AYGAZ;1998;297.550;(Milyon-Million TL);561.748;(Milyon-Million TL);Otomasyon;1996-01-01;1999-06-30
AYGAZ;1998;24.248;(Milyon-Million TL);35.468;(Milyon-Million TL);Samsun Tesis;1997-05-01;1999-04-30
AYGAZ;1998;143.476;(Milyon-Million TL);292.340;(Milyon-Million TL);Bursa Tesis;1997-06-06;1999-06-06
AYGAZ;1998;166.734;(Milyon-Million TL);372.834;(Milyon-Million TL);Eskişehir Tesis;1997-06-06;1999-06-06
AYGAZ;1998;106.185;(Milyon-Million TL);166.744;(Milyon-Million TL);Işıkkent Tesis;1997-06-06;1999-06-06
AYGAZ;1998;192.835;(Milyon-Million TL);315.463;(Milyon-Million TL);Aliağa Tesis;1997-06-06;1999-06-06
AYGAZ;1998;65.455;(Milyon-Million TL);86.083;(Milyon-Million TL);Ambarlı Tesis;1997-06-06;1999-06-06
AYGAZ;1998;285.163;(Milyon-Million TL);413.712;(Milyon-Million TL);Ambarlı Tesis;1998-02-09;1998-12-16
AYGAZ;1998;466.482;(Milyon-Million TL);884.175;(Milyon-Million TL);Yarımca Tesis;1998-02-09;1998-12-17
AYGAZ;1998;401.859;(Milyon-Million TL);621.048;(Milyon-Million TL);Aliağa Tesis;1998-02-09;1998-09-17
AYGAZ;1998;260.000;(Milyon-Million TL);472.744;(Milyon-Million TL);Samsun Tesis;1998-03-26;2000-03-26
AYGAZ;1998;250.000;(Milyon-Million TL);333.262;(Milyon-Million TL);Bursa Tesis;1998-03-26;1998-07-07
AYGAZ;1998;240.000;(Milyon-Million TL);225.915;(Milyon-Million TL);Eskişehir Tesis;1998-03-26;2000-03-26
AYGAZ;1998;214.130;(Milyon-Million TL);219.860;(Milyon-Million TL);Kırıkkale Tesis;1998-02-09;2000-02-28
AYGAZ;1998;300.000;(Milyon-Million TL);368.933;(Milyon-Million TL);Işıkkent Tesis;1998-03-26;2000-03-26
AYGAZ;1998;179.536;(Milyon-Million TL);208.928;(Milyon-Million TL);Dörtyol Tesis;1998-02-09;2000-02-28
AYGAZ;1998;120.000;(Milyon-Million TL);144.912;(Milyon-Million TL);Diyarbakır Tesis;1998-02-09;1999-02-28
AYGAZ;1998;200.000;(Milyon-Million TL);146.805;(Milyon-Million TL);Safranbolu Tesis;1998-02-09;2000-02-09
AYGAZ;1998;210.000;(Milyon-Million TL);154.738;(Milyon-Million TL);Lüleburgaz Tesis;1998-03-26;2000-03-26
AYGAZ;1998;33.115;(Milyon-Million TL);40.323;(Milyon-Million TL);Bilgi İşlem;1998-02-19;2000-02-19
AYGAZ;1998;4.557.554;(Milyon-Million TL);6.608.334;(Milyon-Million TL);;1998-01-01;1998-01-01
BAGFS;1998;360.000;(Milyon-Million TL);;(Milyon-Million TL);"SÜLFÜRİK ASİT YATIRIMI 
(Sulphurıc Acıd Plant Rehabılıtatıon)";NA;NA
BAGFS;1998;"4.439.980

440.000 ";(Milyon-Million TL);;(Milyon-Million TL);"MAMUL AMBARI
(Storage)
MAMUL AMBARI
(Storage)";1998-01-01;1998-01-01
BAKAB;1998;25.000;(Milyon-Million TL);10.835;(Milyon-Million TL);"LOTUS NOTUS YAZILIM PROJESİ
(L.N. Soft Ware)";1998-02-01;NA
BAKAB;1998;2.000;(Milyon-Million TL);1.750;(Milyon-Million TL);"KAHRAMANLAR ARSASI
(Kahramanlar Land)";1998-08-03;NA
BANVT;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
BATICIM;1998;1.570.000.-;(Milyon-Million TL);1.570.000;(Milyon-MillionTL);"ÇAVDIR ÖĞÜTME ve PAKETLEME TESİSİ
(Çavdir Cement Grinding And Packing Plant)";1998-01-01;1998-01-01
BATICIM;1998;4.000.000.-;(Milyon-Million TL);11.920;(Milyon-MillionTL);"KULA ÖĞÜTME ve PAKETLEME TESİSİ
(Kula Cement Grinding And Packing Plant)";1998-01-01;1998-01-01
BATICIM;1998;"329.000.-
";(Milyon-Million TL);329.000;(Milyon-MillionTL);"DÖNER FIRIN SOĞUTMA ELEKTROFİLTRESİ VE 4.ÇİMENTO DEĞİRMENİ SİLO BESLEME ELEVATÖRÜ
(The Electrostatic Precipitator Of The Cooler Of Kiln No.1 And The Construction Of The Conveying System Including Bucket Elevator Between  Cement Mill No.4 And Cement Silos";1998-01-01;1998-01-01
BATICIM;1998;"70.000.-
";(Milyon-Million TL);70.000;(Milyon-MillionTL);"FETHİYE  BETON SANTRALİ
(Fethiye Concrete Batch Plant)";1998-01-01;1998-01-01
BEKO;1998;604;(Milyar-Billion TL);78;(Milyar-Billion TL);"İDAME YATIRIMLARI
 (RENEWAL AND SUSTENANCE)";1998-01-01;1999-12-31
BEKO;1998;1.765;(Milyar-Billion TL);53;(Milyar-Billion TL);"YENİ MODELLER
 (NEW MODELS)";1998-01-01;1999-12-31
BEKO;1998;1.179;(Milyar-Billion TL);198;(Milyar-Billion TL);"MODERNİZASYON
 (MODERNIZING)";1998-01-01;1999-12-31
BEKO;1998;32;(Milyar-Billion TL);-;(Milyar-Billion TL);"TEVSİ İNŞAAT
 (CONSTRUCTIONAL INV.)";1998-01-01;1999-12-31
BEKO;1998;92;(Milyar-Billion TL);-;(Milyar-Billion TL);"ARGE-KALİTE LAB.
 (R&D-QUALITY LAB.)";1998-01-01;1999-12-31
BEKO;1998;"             361
";(Milyar-Billion TL);-;(Milyar-Billion TL);"DİĞER
 (OTHER)";1998-01-01;1999-12-31
BERDN;1998;354.262;(Milyon-Million TL);70;(Milyon-Million TL);"Showroom İnşaatı – İstanbul
Construction of Showroom – İstanbul";1998-01-01;1998-01-01
BERDN;1998;127.917;(Milyon-Million TL);20;(Milyon-Million TL);"Mersin Serbets Bölge İnşaatı
Cunstruction in Free Zone ";1998-01-01;1998-01-01
BERDN;1998;27.893;(Milyon-Million TL);-;(Milyon-Million TL);"Diğer
Others";1998-01-01;1998-01-01
BFREN;1998;1.639.231;(Milyon-Million TL);675.979;(Milyon-Million TL);"Tevsii ve Modernizasyon
(Expanding&Modernization)";1996-01-01;1999-07-01
BISAS;1998;2,961,112;(Milyon-Million TL);31.12.98 TAMAMLANDI;(Milyon-Million TL);"Boya Terbiye
Dyeing and Finishing";1997-01-31;1998-12-31
BISAS;1998;1,210,420;(Milyon-Million TL);Project;(Milyon-Million TL);"Denim Kumas
Denim Fabric";1995-11-24;1998-12-31
BOLUC;1998;200.000;(Milyon-Million TL);141.949;(Milyon-Million TL);"İZMİT HAZIR BETON TESİSİ
İZMİT READY MİX.CONC.PLANT
 ";1998-02-10;1999-03-31
BOSSA;1998;99.760;(Milyon-Million TL);28.738;(Milyon-Million TL);"DOKUMA MODERNİZASYONU
 (Weaving Modernization)";1998-08-01;1999-02-28
BOSSA;1998;35.000;(Milyon-Million TL);34.333;(Milyon-Million TL);"İPLİK MODERNİZASYONU
 (Yarn Modernizatıon)";1998-10-31;1999-01-31
BOSSA;1998;115.500;(Milyon-Million TL);114.205;(Milyon-Million TL);"TERBİYE MODERNİZASYONU
 (Finishing Modernization)";1998-09-30;1999-02-28
BOSSA;1998;7.500;(Milyon-Million TL);7.261;(Milyon-Million TL);"DİĞER
 (Other)";1998-11-26;1999-01-31
BRISA;1998;145.000.000;$;  82.521.677;$;"TEVSII MODERNİZASYON YATIRIMI
(Plant Development Investment )";1995-09-01;2001-12-30
BRMEN;1998;289.832;(Milyon-Million TL);289.832;(Milyon-Million TL);"MODERNİZASYON
 (MODERNISATION)";1998-01-01;1998-12-31
BRSAN;1998;117,620;(Milyon-Million TL);-;(Milyon-Million TL);"3 LÜ ÇEKME TEZGAHI PROJESİ
(Triple Tube Drawing Bench Proj.)";1999-04-01;1999-05-01
BRSAN;1998;324,740;(Milyon-Million TL);-;(Milyon-Million TL);"ÖZEL BORU MODERNİZASYONU PROJ.
Special Pipe Modernization Proj.";1999-04-01;1999-12-01
BUCIM;1998;500.000;(Milyon-Million TL);219.516;(Milyon-Million TL);Çimento Tesisleri Modernizasyonu (Modernisation in same cement units);1998-03-19;2000-03-19
BUCIM;1998;3.204.040;(Milyon-Million TL);1.260.587;(Milyon-Million TL);"Yeni Çimento Değirmeni ve 10.000 tonluk Dökme Çimento Silosu
(Installation of a new cement mill and a bulk cement storage silo with a capacity of 10.000 tons.)";1998-08-07;2000-08-07
BURCE;1998;55.300;(Milyon-Million TL);69.780;(Milyon-Million TL);"TEVSİ-MODERNİZASYON
 (Capacıty Increase And Modernızatıon)";1993-07-01;1999-06-30
BURCE;1998;127.873;(Milyon-Million TL);164.393;(Milyon-Million TL);"KALİTE DÜZ.DAR BOĞAZ GİDERME
 (Qualıty Improvement Bottleneck Elemınatıon))";1996-05-13;1999-10-30
BURCE;1998;450.000;(Milyon-Million TL);42.598;(Milyon-Million TL);"KALİTE DÜZELTME MODERNİZASYONU
 (Qualıty Improvement Modernızatıon)";1997-12-30;2000-12-31
BYRBY;1998;;(Milyon-Million TL);15.528.754;(Milyon-Million TL);"BAYRAKLI            BOYA ,VERNİK VE BAĞLAYICILAR ÜRETİM KOMPLEKSİ
(Bayraklı Paints, Varnishes,And Synthetic Resins Production Complex)";1998-01-01;1998-01-01
BYSAN;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
CARSI;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
CBSBO;1998;200.011;(Milyon-Million TL);200.011;(Milyon-Million TL);"TEVSİ MODERNİZASYON
(New Machinery And Equipment)";1998-01-01;1999-08-01
CELHA;1998;564.945;(Milyon-Million TL);315.146;(Milyon-Million TL);"TEVSİİ, DARBAĞAZ GİDERME VE MODERNİZASYON YATIRIMI 
(Expention ,Bottleneck Elimination and Modernization Investment)";1995-12-29;1998-12-31
CELHA;1998;490.000;(Milyon-Million TL);-;(Milyon-Million TL);" DARBOĞAZ GİDERME ,KALİTE DÜZELTME VE MODERNİZASYON YATIRIMI
(Bottleneck Elimination ,Quality Improvement and Modernization Investment)";1999-02-15;2000-12-31
CEMTS;1998;750.000;(Milyon-Million TL);504.825;(Milyon-Million TL);"ÇELİKHANE TOZ TOPLAMA SİSTEMİ YATIRIMI
(Fume Extraction System Investment
For Steel Meltıng Shop)";1998-05-15;1999-05-15
CEMTS;1998;297.000;(Milyon-Million TL);65.340;(Milyon-Million TL);"ÇELİKHANE TEVSİİ VE MODERNİZASYON YATIRIMI 
(Enlargment  And Modernızatıon
Investment For Steel Plant)";1998-06-11;1999-12-31
CEYLN;1998;-;(Milyon-Million TL);-;(Milyon-Million TL);-;1998-01-01;1998-01-01
CIMSA;1998;684.801;(Milyon-Million TL);684.801;(Milyon-Million TL);"II.Tesis beyaz klinker kapasite arttırımı
(II.Plant,white line upgrade)
";1997-01-02;1998-12-31
CIMSA;1998;412.720;(Milyon-Million TL);412.720;(Milyon-Million TL);"I.Tesis elktrofiltre modernizasyonu
(I.Plant electrostatic precipitator for kiln/ raw mill) 
";1997-10-22;1998-12-31
CIMSA;1998;714.555;(Milyon-Million TL);714.555;(Milyon-Million TL);"Hazır Beton Tesisi-Manavgat
(Ready-Mix Concrete plant-Manavgat)
";1997-10-27;1998-12-31
CIMSA;1998;26.416.746;(Milyon-Million TL);4.921.151;(Milyon-Million TL);"III. Tesis (Beyaz Çimento Üretim Tesisi)
(III. Plant (White Cement Production Line))
";1997-12-23;1999-12-31
CLEBI;1998;1.673.833.-;(USD);-;(USD);"İNŞAAT VE REVİZYON
(Construction, Reconsideration)";1999-01-01;1999-12-31
CLEBI;1998;1.040.000.-;(USD);-;(USD);"APRON EKİPMAN VE ARAÇLARI
(Apron Equipment And Vehicles)";1999-03-01;1999-09-30
CLEBI;1998;42.420.-;(USD);-;(USD);"DÖŞEME DEMİRBAŞ
(Office Stock And Furniture)";1999-01-01;1999-07-31
CLEBI;1998;80.000.-;(USD);-;(USD);"SAP YATIRIMI
(Sap Investment)";1999-01-01;1999-01-31
CLEBI;1998;35.040.-;(USD);-;(USD);"YAZILIM YATIRIMI
(Software Investment)";1999-01-01;1999-05-31
CLEBI;1998;88.415.-;(USD);-;(USD);"DONANIM YATIRIMI
(Rigging Investment)";1999-01-01;1999-07-31
CMBTN;1998;408.290;(Milyon-Million TL);130.653;(Milyon-Million TL);Çeşme Alaçatı Komple Yeni Tesis Yatırımı        (New Faundation Investment in Çeşme Alaçatı);1997-11-01;1999-10-01
CMBTN;1998;152.760;(Milyon-Million TL);91.656;(Milyon-Million TL);Manisa Tesisi Komple Revizyon Yatırımı    (Revision Investment in Manisa Faundation);1997-11-01;1999-09-01
CMENT;1998;273.036;(Milyon-Million TL);176.940;(Milyon-Million TL);"YENİ SATIŞ VA SOSYAL BİNA YAPIMI
 (New Sales And Social Building)";1995-01-01;1999-01-01
CMENT;1998;303.419;(Milyon-Million TL);224.407;(Milyon-Million TL);"AÇIK KLİNKER STOKLARININ MODERNİZASYONU
 (Modernization Of Open Clinker Stockhall)";1995-01-01;1998-01-01
CMENT;1998;"
12.713";(Milyon-Million TL);"
12.955";(Milyon-Million TL);"5 NOLU ÇİMENTO DEĞİRMENİ ESKİ SİLOLARA NAKLİ
(Cement Transport From No.5 Cement Mill To Old Silos)";1997-01-01;1998-01-01
CMENT;1998;339.000;(Milyon-Million TL);115.399;(Milyon-Million TL);"ARAZİ ALIMI
(Land Acquisition)";1997-01-01;1999-01-01
CMENT;1998;105.799;(Milyon-Million TL);32.357;(Milyon-Million TL);"YENİLEME DARBOĞAZ GİDERME VE MODERN.
(Restoring, Bottle-Neck Removing And Mod.)";1998-01-01;1999-01-01
CMENT;1998;214.700;(Milyon-Million TL);111.559;(Milyon-Million TL);"GENEL OTAMASYON ÇALIŞMALARI
(General Automation Works)";1998-01-01;1999-01-01
CMENT;1998;38.986;(Milyon-Million TL);8.299;(Milyon-Million TL);"BAKIM DONANIMI
(Maintenance Equipment)";1998-01-01;1998-01-01
CMENT;1998;49.805;(Milyon-Million TL);22.855;(Milyon-Million TL);"FABRİKA GÖRÜNTÜ GÜZELLEŞTİRLMESİ
(Visual Improvement Of Plant)";1998-01-01;1998-01-01
CMENT;1998;16.950;(Milyon-Million TL);9.685;(Milyon-Million TL);"BİLGİ İŞLEM İHTİYAÇLAR
(Data Processing Requirement)";1998-01-01;1998-01-01
CMENT;1998;13.835;(Milyon-Million TL);21.453;(Milyon-Million TL);"ARAÇ ALIMI
(Car Purchase)";1998-01-01;1998-01-01
CMENT;1998;11.300;(Milyon-Million TL);5.645;(Milyon-Million TL);"ESKİ KİL SAHASI KISMİ DOLGU YAPILMASI
(Partial Landfilling To Old Clay Area)";1998-01-01;1999-01-01
CMENT;1998;8.710;(Milyon-Million TL);8.479;(Milyon-Million TL);"SATIŞ DESTEK BİNASI
(Sales Support Building)";1997-01-01;1998-01-01
CMENT;1998;38.000;(Milyon-Million TL);2.280;(Milyon-Million TL);"GAZBETON İDARİ BİNA ÜST KAT İNŞAATI
(Gazbeton Administation Building-Upper Floor Construction)";1997-01-01;1999-01-01
CMENT;1998;153.886;(Milyon-Million TL);130.662;(Milyon-Million TL);"KIRIKKALE GAZBETON YAPI ELEMANLARI FABRİKA
(Kırıkkale Gazbeton Autoclavel Aerated Concrete Plant)";1995-01-01;1999-01-01
