Firm;Year;EstInvAmount;unitEA;RealizedInvAmount;unitRA;Inv_Name;beg_date;end_date
CEMTS;2006;1.070.537;(YTL);1.124.833;(YTL);"İÇ HATA TESPİT CİHAZI
(INNER CRACK TEST MACHİNE)";2006-01-01;2007-01-01
CEMTS;2006;1.203.475;(YTL);-;(YTL);"TUFAL ALMA MAKİNASI
(DESCALING UNIT)";2007-01-01;2007-01-01
CEMTS;2006;1.851.500;(YTL);-;(YTL);"FLİCKER KOMPANZASYON SİSTEMİ
(FLICKER COMPENSATION SYSTEM)";2007-01-01;2007-01-01
CEMTS;2006;2.221.800;(YTL);-;(YTL);"HURDA PAKETLEME SİSTEMİ VE FORKLANE
(SCRAP PACKING SYSTEM AND FORKLANE)";2007-01-01;2007-01-01
CEMTS;2006;555.450;(YTL);-;(YTL);"JET – BOX SİSTEMİ
(JET – BOX SYSTEM)";2007-01-01;2007-01-01
CEMTS;2006;10.500;(YTL);10.500;(YTL);"HİDROLİK EZME PRESİ
(HYDROLIC FORGING PRESS)";2007-01-01;2007-01-01
CEMTS;2006;101.093;(YTL);101.093;(YTL);"TAŞLAMA CİHAZI
(GRINDING MACHİNE)";2007-01-01;2007-01-01
CEMTS;2006;185.150;(YTL);-;(YTL);"TOZ TEMİZLEME
(DEDUSTING UNIT)";2007-01-01;2007-01-01
CEMTS;2006;240.695;(YTL);-;(YTL);"BİLGİ İŞLEM YENİLEME
(RENEWAL OF DATA PROCESSING)";2007-01-01;2007-01-01
CEMTS;2006;212.923;(YTL);-;(YTL);"JENERATÖR
(GENERATOR)";2007-01-01;2007-01-01
CEMTS;2006;40.270;(YTL);-;(YTL);"CO VE DEBİ ÖLÇÜM CİHAZI
(CO AND FLUX MEASURING UNIT)";2007-01-01;2007-01-01
CEMTS;2006;92.575;(YTL);-;(YTL);"SIVI ÇELİKTE SICAKLIK, OKSİJEN VE HİDROJEN ÖLÇÜM CİHAZLARI
(TEMPERATURE, OXYGEN AND HYDROGEN MEASURING UNITS FOR MOLTEN STEEL)";2007-01-01;2007-01-01
CEMTS;2006;164.020;(YTL);164.020;(YTL);"YANGIN İHBAR VE SÖNDÜRME SİSTEMİ
(FIRE WARNING AND EXTUNGUISHING SYSTEM)";2006-01-01;2007-01-01
CEMTS;2006;98.471;(YTL);98.471;(YTL);"5 TON VİNÇ
(5 TON CRANE)";2007-01-01;2007-01-01
CEYLN;2006;---;(YTL);---;(YTL);---;2006-01-01;2006-01-01
CIMSA;2006;42.500.000;(YTL);66.249.869;(YTL);"ENTEGRASYON-KLİNKER ÜRT TESİSİ KAYSERİ
INTEGRATION-CLINKER PRODUCTION PLANT KAYSERİ";2004-01-15;2006-12-31
CIMSA;2006;3.500.001;(YTL);2.186.560;(YTL);"DARBOĞAZ GİDERME-OSMANİYE HB TES.
DEBOTTLENECKING- OSMANİYE RMC PLAN";2005-10-03;2008-10-03
CIMSA;2006;7.000.000;(YTL);5.789.078;(YTL);"ÇİMENTO HAZIR HARÇ BETON ÜRT.
RMC PLANT";2006-04-03;2008-04-03
CIMSA;2006;30.750.000;(YTL);14.136.554;(YTL);"MODERNİZASYON –ESKİŞEHİR NORMAL YÖRE
MODERNIZATION-ESKİŞEHİR";2006-05-10;2009-05-10
CIMSA;2006;3.000.000;(YTL);956.771;(YTL);"ÇİMENTO HAZIR HARÇ BETON ÜRT.
RMC PLANT";2005-12-08;2008-12-08
CMLOJ;2006;YOKTUR;(YTL);YOKTUR;(YTL);"YATIRIMIN TÜRKÇE KISA ADI
 (YATIRIMIN İNGİLİZCE KISA ADI)";2006-01-01;2006-01-01
CMLOJ;2006;YOKTUR;(YTL);YOKTUR;(YTL);"YATIRIMIN TÜRKÇE KISA ADI
 (YATIRIMIN İNGİLİZCE KISA ADI)";2006-01-01;2006-01-01
CMLOJ;2006;YOKTUR;(YTL);YOKTUR;(YTL);"YATIRIMIN TÜRKÇE KISA ADI
 (YATIRIMIN İNGİLİZCE KISA ADI)";2006-01-01;2006-01-01
DENCM;2006;3.621.040;(YTL);1.349.418;(YTL);"MODERNİZASYON
(MODERNIZITION)";2005-12-26;2007-12-26
DENIZ;2006;3.375.000;(YTL);2.400.000;(YTL);"YENİ BANKACILIK PLATFORMUNUN YAZILIM VE IMPLEMENTASYONU
(DESIGN, DEVELOPE AND IMPLEMENT NEW CORE BANKING SOFTWARE)";2006-01-01;2006-01-01
DENIZ;2006;2.830.000;(YTL);1.185.000;(YTL);"KIOSK
";2006-01-01;2006-01-01
DENIZ;2006;580.000;(YTL);;(YTL);"BASEL II UYUMLU RİSK ANALİZ PLATFORMU
(BASEL II COMPLIANT RISK ANALYSIS PLATFORM)";2006-01-01;2006-01-01
DENIZ;2006;300.000;(YTL);170.000;(YTL);"Yasal Takip Sistemi (YTS)
Litigation Services System";2006-01-01;2006-01-01
DENTA;2006;3.947.150;(YTL);3.542.000;(YTL);"TAMAMLAMA YATIRIMI - DENİZLİ
COMPLETION INVESTMENT - DENİZLİ";2006-08-24;2007-08-16
DENTA;2006;17.490.000;(YTL);6.624.211;(YTL);"ADANA OLUKLU MUKAVVA ÜRETİM TESİSİ YATIRIMI (KOMPLE YENİ YATIRIM) 
 ADANA CORRUGATED CARDBOARD PRODUCTION FACILITY (ALL NEW INVESTMENT)";2006-01-01;NA
DESA;2006;3.500.000-;(YTL);3.148.801,29-;(YTL);"DÜZCE FABRİKA
DÜZCE FACTORY";2006-01-01;2006-01-01
DEVA;2006;12.930.000;(YTL);4.377.893;(YTL);"MODERNİZASYIN, TEVSİ TAMAMLAMA
 (MODERNISATION, COMPLETION)";2003-01-27;2007-07-27
DGATE;2006;-;(YTL);-;(YTL);-;2006-01-01;2006-01-01
DGZTE;2006;-----;(YTL);------;(YTL);                    ------;2006-01-01;2006-01-01
DITAS;2006;1.900.000 ;(YTL);363.198;(YTL);OTOMATİK MONTAJ HATTI;2006-11-02;2007-04-30
DMSAS;2006;174.419;(YTL);174.528;(YTL);ERGİTME ÜNİTESİ İNŞAATI TESİS II;2006-06-01;2006-11-30
DMSAS;2006;848.572;(YTL);731.869;(YTL);ENDÜKSİYON OCAĞI SİSTEMİ-EGES;2006-05-31;2006-09-30
DMSAS;2006;171.012;(YTL);164.369;(YTL);II.TESİS GÜÇLENDİRME PROJESİ İNŞ.;2006-06-01;2006-09-30
DMSAS;2006;6.000;(YTL);6.000;(YTL);İNDÜKSİYON OCAKLARI ŞALT MERKEZİ;2006-08-23;2006-09-20
DMSAS;2006;95.356;(YTL);95.078;(YTL);MAÇAHANE BİNASI EK;NA;2006-12-31
DMSAS;2006;2.000;(YTL);2.000;(YTL);OKSİJEN VE AZOT TANKI TEMELİ;2006-06-01;2006-11-30
DMSAS;2006;20.900;(YTL);20.900;(YTL);SERF TRİMMİNG PRES VE KONT.ODASI;2006-03-31;2006-09-30
DMSAS;2006;327.377;(YTL);357.498;(YTL);MAÇA BOYA KURUTMA FIRINI;2006-08-23;2006-11-30
DOAS;2006;-;(YTL);-;(YTL);-;2006-01-01;2006-01-01
DOGUB;2006;-;(YTL);-;(YTL);-;2006-01-01;2006-01-01
DOKTS;2006;36.337.510;( YTL);"10.488.584
";( YTL);"TEVSİİ YATIRIM ( MANİSA TESİSLERİ )
MODERNIZATION AND CAPACITY INCRESING INVESTMENT";2004-03-29;2008-06-30
DYOBY;2006;562.000;(YTL);488.000;(YTL);EMÜLSİYE SU BAZLI BOYA KAPASİTE ARTTIRIM TESİSİ;2006-06-01;2007-04-01
ECILC;2006;135.648.754;(YTL);139.717.655;(YTL);"  İstanbul Kanyon Projesi
  İstanbul Kanyon Project";1992-10-01;2007-06-01
ECILC;2006;808.578  ;(YTL);691.077;(YTL);"  SAP Projesi (2. Faz)
  SAP Project (Phase 2)";2006-01-01;2007-12-01
EGEEN;2006;                     -;(YTL);                 -;(YTL);YOKTUR.;2006-01-01;2006-01-01
EGESER;2006;-.-;(YTL);-.-;(YTL);-.-;2006-01-01;2006-01-01
EGPRO;2006;-,-;(YTL);-,-;(YTL);-,-;2006-01-01;2006-01-01
ERBOS;2006;-,-;(YTL);-,-;(YTL);-,-;2006-01-01;2006-01-01
EREGL;2006;( M USD );NA;( M USD );NA;;2006-01-01;2006-01-01
EREGL;2006;               46,50                ;NA;         46,94;NA;"II.Sıcak Haddehane Kapasite Arttırma ve Modernizasyonu
Capacity Improvementand and Modernization of
Hot Strip Mill No:II 
";2006-01-01;2006-01-01
EREGL;2006;             151,22;NA;        158,12;NA;"Levha Haddehanesi
Plate Mill
";2006-01-01;2006-01-01
EREGL;2006;               10,41;NA;           5,06;NA;"Haddehaneler Bölgesi Bobin Taşımacılığı ve
Stok Sahaları Düzenlemeleri
Rolling Mills Region Coil Transportation and
New Storage Area Arrangement
";2006-01-01;2006-01-01
EREGL;2006;                9,67;NA;         3,19;NA;"Enerji Dağıtım Sistemleri İlave Yatırımlar
Energy Distribution Systems 
Additional Investments
";2006-01-01;2006-01-01
EREGL;2006;               17,00  ;NA;         6,94;NA;"40 MW Buhar Türbini-Jeneratör
40 MW Steam Turbine – Generator
";2006-01-01;2006-01-01
EREGL;2006;               11,85;NA;        8,53;NA;"Çelikhane 2. Pota Fırını
Steel Plant Ladle Furnace No. 2
";2006-01-01;2006-01-01
EREGL;2006;               11,78;NA;      10,93;NA;"Levha Kumlama ve Boyama Tesisi
Plate Blasting and Painting Facility
";2006-01-01;2006-01-01
EREGL;2006;                8,31;NA;        2,87;NA;"Erdemir Limanı Kapasite Geliştirme Projesi
Harbor Capacity Improvement Project
";2006-01-01;2006-01-01
EREGL;2006;             10,95 ;NA;       7,09;NA;"Yığın Tavlama Hattı Modernizasyonu
Batch Annealing Line Modernization
";2006-01-01;2006-01-01
EREGL;2006;              19,42;NA;         -;NA;"II. Soğuk Haddehane Otomasyon Sisteminin
Modernizasyonu
Modernization of Automation System for
Cold Rolling Mill No. II
";2006-01-01;2006-01-01
EREGL;2006;             54,10;NA;      1,04;NA;"I.Yüksek Fırın Re-line Bakımı ve 
Modernizasyonu Projesi
Re-line and Modernization of Blast 
Furnace No.I
";2006-01-01;2006-01-01
EREGL;2006;              6,17;NA;      5,37;NA;"Yüksek Fırın Sobalarının Modernizasyonu
Modernization of Blast Furnace Stoves
";2006-01-01;2006-01-01
EREGL;2006; ;NA;;NA;İSDEMİR;2006-01-01;2006-01-01
EREGL;2006;"             44,33                
";NA;       19,27;NA;"Kömür Hazırlama Tesisleri Modernizasyonu
Coal Preparation Facility Modernization 
(incl. Coke Manipulation Facility Mo.)
";2006-01-01;2006-01-01
EREGL;2006;            107,88;NA;      107,06;NA;"5. ve 6. Kok Bataryaları Yapımı
No.5 And No.6 Coke Oven Batteries
(Including Battery Cars)
";2006-01-01;2006-01-01
EREGL;2006;             52,28;NA;        37,03;NA;"Kok Yan Ürünler Tesisi Modernizasyonu
 (1. aşama)
Coke Oven Battery By-Product Plant
Modernization (1st stage)
";2006-01-01;2006-01-01
EREGL;2006;              90,72;NA;         30,28;NA;"II. Sinter Fabrikası Kurulması
No.2 Sinter Plant
";2006-01-01;2006-01-01
EREGL;2006;            33,59;NA;         29,29;NA;"Pulvarize Kömür Enjeksiyonu Tesisi (PCI)
Pulverized Coal Injection Plant (PCI)
";2006-01-01;2006-01-01
EREGL;2006;             13,40;NA;           9,77;NA;"6. Turbo Körük Yapımı 
(III No.lu Yüksek Fırın İçin)
No.6 Turbo Blower (For No.3 Blast Furnace)
";2006-01-01;2006-01-01
EREGL;2006;             233,49;NA;        205,19;NA;"Çelikhane Modernizasyonu
Basic Oxygen Furnace (BOF) Modernization
";2006-01-01;2006-01-01
EREGL;2006;              79,87 ;NA;         59,90;NA;"II. Slab Döküm Tesisi 
No.2 Slab Casting Plant
";2006-01-01;2006-01-01
EREGL;2006;               49,50;NA;           11,81;NA;"I. ve II. Slab Isıtma Fırınları
No.1 & No.2 Slab Reheating Furnaces
";2006-01-01;2006-01-01
EREGL;2006;             326,81;NA;          70,12;NA;"Sıcak Haddehane Tesisi
Hot Strip Mill
";2006-01-01;2006-01-01
EREGL;2006;              37,50;NA;           13,30;NA;"6. ve 7. Buhar Kazanları Yapımı
No.6 and No. 7 Steam Boilers
";2006-01-01;2006-01-01
EREGL;2006;              40,30;NA;            7,32;NA;"380kV EIH ve Şalt Tesisi 
380 kV E.T.L. and Switchyard
";2006-01-01;2006-01-01
EREGL;2006;            253,18;NA;            17,34;NA;"IV. Yüksek Fırın Yapımı
No.4 Blast Furnace
";2006-01-01;2006-01-01
EREGL;2006;              51,89;NA;             8,60;NA;"7. Hava Ayrıştırma Tesisi
No.7 Air Separation Plant (ASP)
";2006-01-01;2006-01-01
EREGL;2006;              57,80;NA;             2,01;NA;"Servis Suyu Temini
Service Water
";2006-01-01;2006-01-01
EREGL;2006;              36,00;NA;                 4,86;NA;"Cevher Hazırlama Tesisi Modernizasyonu
Ore Preparation Facility Modernization
";2006-01-01;2006-01-01
EREGL;2006;               17,61;NA;           13,59;NA;"Kükürt Giderme Tesisi
Desulphurization Plant
";2006-01-01;2006-01-01
EREGL;2006;               18,50   ;NA;             1,14;NA;"Hurda Hazırlama Tesisi
Scrap Preparation Facilities ";2006-01-01;2006-01-01
EREGL;2006;                 9,95;NA;             5,34;NA;"Cüruf Tumba Tesisi
Slag Dumping Facilities
";2006-01-01;2006-01-01
EREGL;2006;               13,75;NA;                 0,44;NA;"Atıkların Değerlendirilmesi
Waste Treatment System
";2006-01-01;2006-01-01
EREGL;2006;                 6,29;NA;             6,31;NA;"Turbo Jeneratör Modernizasyonu
Turbo Generator Modernization ";2006-01-01;2006-01-01
EREGL;2006;               10,50;NA;            2,73;NA;"8. Kireç Fabrikası
No.8 Burnt Lime Plant
";2006-01-01;2006-01-01
EREGL;2006;               38,00;NA;              - ;NA;"IV. Kok Bataryası Modernizasyonu
Modernization of No.4 Coke Oven Battery
";2006-01-01;2006-01-01
EREGL;2006;               10,70;NA;           0,25;NA;"Liman Yatırımları (2. Aşama)
Harbour Investments (2nd Stage)
";2006-01-01;2006-01-01
EREGL;2006;              15,20;NA;                -;NA;"Makas ve Dilme Hatları
Cut to Length and Slitting Line
";2006-01-01;2006-01-01
EREGL;2006;               3,65;NA;          1,97;NA;"Ağır Taşıyıcı Alımı 
Purchasing Heavy Vehicle ";2006-01-01;2006-01-01
EREGL;2006;                51,5;NA;            - ;NA;"Elektrik Ark Ocağı
Electrical Arc Furnace (EAF)
";2006-01-01;2006-01-01
EREGL;2006;"(1)Finansman masrafları ve rutin sabit kıymet harcamaları hariçtir. 
     Excepting financial expenses and  routine fixed asset expenditures.
(2)Finansman masrafları dahil, rutin sabit kıymet harcamaları hariçtir.      
     Including financial expenses, excepting routine fixed asset expenditures";NA;"(1)Finansman masrafları ve rutin sabit kıymet harcamaları hariçtir. 
     Excepting financial expenses and  routine fixed asset expenditures.
(2)Finansman masrafları dahil, rutin sabit kıymet harcamaları hariçtir.      
     Including financial expenses, excepting routine fixed asset expenditures";NA;"(1)Finansman masrafları ve rutin sabit kıymet harcamaları hariçtir. 
     Excepting financial expenses and  routine fixed asset expenditures.
(2)Finansman masrafları dahil, rutin sabit kıymet harcamaları hariçtir.      
     Including financial expenses, excepting routine fixed asset expenditures";2006-01-01;2006-01-01
ESCOM;2006;--;(YTL);--;(YTL);                   --;2006-01-01;2006-01-01
FINBN;2006;"



The Bank’s main participations and  its portion in their  equity capital are shown below.";(YTL);;;"



Banka’nın başlıca iştirakleri ve iştirak sermayesi içindeki payı aşağıda gösterilmektedir. ";2006-01-01;2006-01-01
FROTO;2006;117.312.000;(YTL);64.070.400;(YTL);"KAPASİTE ARTTIRIMI
 CAPACITY INCREASE";2012-05-20;2009-07-20
FROTO;2006;89.780.400;(YTL);73.172.593;(YTL);"YENİ MOTOR GELİŞTİRME (TRANSİT)
 NEW MOTOR DEVELOPMENT (TRANSIT)";2008-04-20;2008-07-20
FROTO;2006;35.208.000;(YTL);25.834.550;(YTL);"YENİ MOTOR GELİŞTİRME (CARGO)
 NEW MOTOR DEVELOPMENT (CARGO)";2004-01-01;NA
GARAN;2006;73.299.000,00;(YTL);         -;(YTL);"İNŞAAT EMLAK YATIRIMLARI
(CONSTRUCTION)";2007-01-01;2007-12-31
GARAN;2006;52.801.569,00;(YTL);        -;(YTL);"OTOMASYON YATIRIMLAR
(IT INVESTMENT)";2007-01-01;2007-12-31
GARAN;2006;58.537.894,00;(YTL);       -;(YTL);"DİĞER YATIRIMLAR
(OTHER INVESTMENT)";2007-01-01;2007-12-31
GEDIZ;2006;666.264,31;(YTL);;;"BOBİN MAKİNASI 
 (Spool Machine)";2006-01-01;2006-01-01
GEDIZ;2006;25987,5;(YTL);;;"GEZER TEMİZLEYİCİ 
 (Mobile Cleaner)";2006-01-01;2006-01-01
GEDIZ;2006;140773,6;(YTL);;;"YABANCI ELYAF AYIRICI 
 (Strange fibres seperator)";2006-01-01;2006-01-01
GEDIZ;2006;The Company's main participations and  its portion in their  equity capital are shown below.;(YTL);;;Şirket'in  başlıca iştirakleri ve iştirak sermayesi içindeki payı aşağıda gösterilmektedir. ;2006-01-01;2006-01-01
GENTS;2006;6.370.519;(YTL);6.159.579;(YTL);"WERZALİT YATIRIMLARI
 (INVESTMEN OF WERZALIT)";2004-03-08;2007-03-08
GOLDS;2006;4.553.684,00.YTL;(YTL);1.055.544;(YTL);"İMALAT-Değerli-Kıymetli taş işleme, Kuyumculuk ve mücevherat ; gümüş, bakır Zincir.";2006-01-01;2006-01-01
GSRAY;2006;------;(YTL);------;(YTL);YOKTUR;2006-01-01;2006-01-01
GUBRF;2006;1.241.370;(YTL);2.232.627,17;(YTL);"YARIMCA TESİSİ TORBALAMA ÜNİTESİ
 (BACCING UNIT CONSTRUCTION)";2002-06-27;2005-06-27
GUBRF;2006;6.767.576;(YTL);416.373,03;(YTL);"İSKENDERUN FABRİKASI TORBALAMA VE DEPOLAMA 
 (PACKING HOUSE )";2002-12-25;2005-12-29
GUBRF;2006;5.901.833;(YTL);238.237,99;(YTL);"İSKENDERUN İSKELE VİNCİ YATIRIMLARI
 (INVESTMENT JETTY CRANE)";2005-12-26;2020-06-01
IDAS;2006;The Company's main participations and  its portion in their  equity capital are shown below.;(YTL);;;Şirket'in  başlıca iştirakleri ve iştirak sermayesi içindeki payı aşağıda gösterilmektedir. ;2006-01-01;2006-01-01
IHEVA;2006;-;(YTL);-;(YTL);"Yoktur
 Nothing";2006-01-01;2006-01-01
INDES;2006;-;(YTL);-;(YTL);-;2006-01-01;2006-01-01
INTEM;2006;500.000YTL;(YTL);157.465;(YTL);"Kanyon Ofis Projesi 
";2006-12-01;2006-04-30
IPMAT;2006;-;(Milyon-Million TL);-;(Milyon-Million TL);-;2006-01-01;2006-01-01
ISBTR;2006;"84.500.000
";(YTL);"5.134.000
";(YTL);"BİLGİ İŞLEM ALTYAPI YATIRIMLARI 
(INFORMATION TECHNOLOGY INFRASTRUCTURE INVESTMENTS)";2007-01-01;2007-12-31
ISBTR;2006;"216.200.000
";(YTL);"7.692.000
";(YTL);"MÜŞTERİ ODAKLI DÖNÜŞÜM PROGRAMI
(CUSTOMER CENTRIC TRANSFORMATION PROGRAM)";2007-01-01;2007-12-31
ISBTR;2006;"3.400.000
";(YTL);0;(YTL);"MÜŞTERİ, SERMAYE PİYASALARI, YASAL RAPORLAMA AMAÇLI ALTYAPI YAZILIMLARI
(CUSTOMER, CAPITAL MARKETS, LEGAL REPORTING INTENTED INFRASTRUCTURE SOFTWARE)";2007-01-01;2007-12-31
ISBTR;2006;"61.100.000
";(YTL);"4.500.000
";(YTL);"GAYRİMENKUL YATIRIMLARI
(PROPERTY INVESTMENTS)";2007-01-01;2007-12-31
ISBTR;2006;"16.000.000
";(YTL);"7.888.000
";(YTL);"MENKUL YATIRIMLARI
(EQUIPMENT INVESTMENTS)";2007-01-01;2007-12-31
IZMDC;2006;"
5.850.000";(YTL);"
-";(YTL);"İKİNCİ SOĞUTMA PLATFORMU VE PAKETLEME TESİSİ
(SECONDARY COOLING PLATFORM AND PACKAGING FACILITIES)";2006-01-01;2006-01-01
IZMDC;2006;"
2.900.000";(YTL);"
1.167.000
";(YTL);"TANDEM TEZGAHLARININ AYRILMASI VE YATIK/DİK HADDE TEZGAHI İLAVESİ
(SEPERATION OF TANDEM ROLLING STANDS AND ADDITION OF HORUZONTAL/VERTICAL STAND)";2006-01-01;2006-01-01
IZMDC;2006;6.700.000;(YTL);3.590.000;(YTL);"ÇELİKHANE BİNASININ UZATILMASI
(EXTENSION OF MELT SHOP BUILDING)";2006-01-01;2006-01-01
IZMDC;2006;600.000;(YTL);-;(YTL);"POTA OCAĞI EKİPMANLARI
(LADLE FURNACE EQUIPMENT)";2006-01-01;2006-01-01
IZMDC;2006;3.600.000;(YTL);297.000;(YTL);"SDM YATIRIMLARI
(CONTINOUS CASTING MACHINE INVESTMENTS)";2006-01-01;2006-01-01
IZMDC;2006;25.500.000;(YTL);8.335.000;(YTL);"YENİ ELEKTRİK ARK OCAĞI VE YARDIMCI EKİPMANLARI
(NEW ELECTRIC ARC FURNACE AND ITS AUXILIARY EQUIPMENT)";2006-01-01;2006-01-01
IZOCM;2006;"
19.580.000,-";(YTL);"
13.756.660,-";(YTL);"GEBZE TAŞYÜNÜ KAPASİTE ARTIŞI
(STONE WOOL CAPACITY INCREASE)";2005-01-01;2007-01-01
IZOCM;2006;"
21.960.000,-";(YTL);"
10.797.007,-
";(YTL);"TARSUS CAMYÜNÜ KAPASİTE ARTIŞI
(GLASS  WOOL CAPACITY INCREASE)";2005-01-01;2007-01-01
KAREL;2006;1.692.277.000;(YTL);911.277.000;;"FABRİKA BİNASI RENOVASYONU –FAZ 1
(RENOVATION OF FACTORY BUILDING - PHASE 1)";2006-09-01;2007-07-01
KAREL;2006;1.724.948.000;(YTL);206.948.000;;"FABRİKA BİNASI RENOVASYONU –FAZ 2
(RENOVATION OF FACTORY BUILDING- PHASE 2)";2007-03-01;2008-02-01
KAREL;2006;The Company's main participations and  its portion in their  equity capital are shown below.;(YTL);;;Şirket'in  başlıca iştirakleri ve iştirak sermayesi içindeki payı aşağıda gösterilmektedir. ;2006-01-01;2006-01-01
KARSN;2006;21.713.449;(YTL);6.109.232;(YTL);"TEVSİ -  MODERNIZASYON
MODERNIZATION";2004-05-14;2006-12-31
KARTN;2006;7.004.658;(Milyon-Million TL);4.376.060;(Milyon-Million TL);"ENERJİ SANTRALİ YENİLEME VE MOD.
ENERGY CENTRAL RENEWAL";2003-05-29;2007-04-18
KAVPA;2006;-;(Milyon-Million TL);-;(Milyon-Million TL);*;2006-01-01;2006-01-01
KENT;2006;11.508.465;(YTL);5.945.727;(YTL);TEVSİ ;2005-09-22;2007-09-22
KENT;2006;10.476.162;(YTL);9.294.032;(YTL);TEVSİ;2006-02-22;2007-12-31
KIPA;2006;;(YTL);96.085.970,55;(YTL);"MUHTELİF İNŞAAT
 (VARIOUS BUILDING)";2007-01-01;2008-01-01
KIPA;2006;;(YTL);4.350.803,01;(YTL);"YAZILIM PROJESİ
 (SOFTWARE PROJECT)";2007-01-01;2008-01-01
KLBMO;2006;13.683.000;(YTL);2.054.881;(YTL);"ÜRETİM BİNASI VE MAKİNE İLAVESİ
 (PLANT AND MACHINERY INCREASE)";2004-01-01;2007-01-01
KLMSN;2006;18.712.209;(YTL);4.601.166;(YTL);"KOMPLE YENİ YATIRIM (MANİSA FABRİKASI)
 (COMPLETE NEW INVESTMENT-FACTORY İN MANISA))";2006-01-01;NA
KONYA;2006;23.500.000 YTL.;(YTL); 12.563.522,13 YTL.;(YTL);"YENİ ÇİMENTO DEĞİRMENİ
NEW CEMENT MILL";2006-01-01;2007-07-01
KONYA;2006;"
2.000.000 YTL.


4.600.000 YTL.
";(YTL);"
 1.048.324,02 YTL.


1.049.848,21 YTL.";(YTL);"
4. PAKETLEME TESİSİ
4th PACKAGING ESTABLISHMENT

ELEKTROFİLTRENİN TORBALI FİLTREYE DÖNÜŞTÜRLMESİ
MODIFICATION ELECTROFILTER TO
BAG-FILTER
";2006-01-01;2006-01-01
KONYA;2006;1.100.000 YTL.;(YTL); 983.923,16 YTL.;(YTL);"FIRIN 1, ABGAZ FANI
KILN 1, ABGAS FAN ";2006-02-01;2007-07-01
KORDS;2006;---;(YTL);8.461.947;(YTL);Devam eden yatırım yoktur. ;2006-01-01;2006-12-31
KRDMD;2006;25.000.000,00;(YTL);21.392.302,73;;"YÜKSEK FIRIN REVARTMANI
 (Revetman of Rolling Mills)";2002-01-01;2007-01-01
KRDMD;2006;150.000.000,00;(YTL);148.080.385,81;;"RAY VE PROFİL HADDEHANESİ
 (Rail and Profile Rolling Mills)";2005-01-01;2007-01-01
KRDMD;2006;5.000.000,00;(YTL);3.490.044,30;;"MUHTELİF İDAME YATIRIMLARI
 (Other Investments)";2006-01-01;2008-01-01
KRDMD;2006;"

The Company's main participations and  its portion in their  equity capital are shown below.";(YTL);;;"

Şirket'in  başlıca iştirakleri ve iştirak sermayesi içindeki payı aşağıda gösterilmektedir. ";2006-01-01;2006-01-01
KRSTL;2006;---;(YTL);--;(YTL);"YATIRIMIN TÜRKÇE KISA ADI
 (YATIRIMIN İNGİLİZCE KISA ADI)";2006-01-01;2006-01-01
KRTEK;2006;--;(YTL);343.469;(YTL);"Serbest Bölge 
(Free Zone İnvestment)";2006-01-01;2006-01-01
KUTPO;2006;2.500.000;(YTL);;(YTL);KOMPLE YENİ YATIRIM;2005-10-13;2007-10-13
LUKSK;2006;8.884.402;(YTL);3.376.073;(YTL);"Tevsi - Nakil
Plant innovation&residence moving";2004-09-24;2007-09-24
MAALT;2006;6.403.810;(YTL);6.403.810;(YTL);"  MODERNİZASYON
 (Modernization)";2006-02-01;2006-12-31
MEGES;2006;25.088;(YTL);28.000;(YTL);"FABRİKA AYDINLATMA TESİSLERİ
FACTORY STAGE LIGHTING SYSTEMS";2005-09-01;2006-12-01
MEGES;2006;5.692;(YTL);8.000;(YTL);"MİKSER DİSSOLVER
MIXER DISSOLVER";2005-08-01;2006-12-01
MEGES;2006;53.326;(YTL);56.000;(YTL);"FABRİKA ÇEVRE DUVAR YAPIMI
FACTORY BORDERLINE WALL CONST.";2005-11-01;2006-12-01
MEGES;2006;257;(YTL);1.000;(YTL);"İŞLETME İÇİ MİNİ LABARATUVAR
MINI LABRATORY IN THE FACTORY";2005-11-01;2006-12-01
MEGES;2006;20.000;(YTL);25.000;(YTL);"TEHLİKELİ ATIK SAHASI İNŞAATI
DANGEROUS WASTE FIELD CONST.";2005-12-01;2006-12-01
MEGES;2006;972;(YTL);"0
";(YTL);"RENK MİKSERİ YAPIMI
COLOR MIKER";2006-01-01;2006-12-01
MEGES;2006;2.158;(YTL);6.000;(YTL);"PEARL-MILL
 PEARL-MILL";2005-12-01;2006-12-01
MEMSA;2006;---;(YTL);---;(YTL);---;2006-01-01;2006-01-01
MEMSA;2006;---;(YTL);---;(YTL);---;2006-01-01;2006-01-01
MEMSA;2006;---;(YTL);---;(YTL);---;2006-01-01;2006-01-01
MERKO;2006;"250.000
250.000";( YTL);"    165.238
156838";(YTL);"Doğalgaz Dönüşüm –Tepecik Fab.
Doğalgaz Dönüşüm-Sultanköy Fab. ";2006-01-01;2006-01-01
METUR;2006;23.375.000-YTL;(YTL);9.938.612-YTL;(YTL);"FUGA YAZ GÜNDOĞAN EVLERİ PROJESİ
";2006-03-01;2007-07-01
MIPAZ;2006;                      ---;(YTL);           ---;(YTL);                                       ---;2006-01-01;2006-01-01
